rating_id,ride_id,rider_id,driver_id,rating,comment,rated_at,created_at
4168,4168,5099,1043,5,"Excellent driving, pleasant conversation.",2024-05-26 19:07:00,2024-05-26 19:07:00
4169,4169,2550,51,4,"Good ride overall, arrived safely.",2024-10-17 09:58:00,2024-10-17 09:58:00
4170,4170,4183,658,1,"Rude driver, uncomfortable ride.",2024-08-19 15:25:00,2024-08-19 15:25:00
4171,4171,2586,1921,4,"Decent driver, took a good route.",2024-09-01 09:49:00,2024-09-01 09:49:00
4172,4172,5387,1587,5,Best ride of the week!,2024-10-12 03:22:00,2024-10-12 03:22:00
4173,4173,8698,2495,5,"Excellent driving, pleasant conversation.",2024-09-14 00:20:00,2024-09-14 00:20:00
4174,4174,2847,382,4,"Decent driver, took a good route.",2024-05-05 19:15:00,2024-05-05 19:15:00
4175,4175,6972,1799,4,"Decent driver, took a good route.",2024-01-27 02:50:00,2024-01-27 02:50:00
4176,4176,5427,1921,2,Late pickup.,2024-11-04 02:04:00,2024-11-04 02:04:00
4177,4177,9812,1879,5,Quick pickup and very safe driving.,2024-10-02 14:38:00,2024-10-02 14:38:00
4178,4178,4114,121,2,Late pickup.,2024-10-16 18:47:00,2024-10-16 18:47:00
4179,4179,9595,501,5,Very polite and clean vehicle.,2024-04-01 05:09:00,2024-04-01 05:09:00
4180,4180,3232,1766,4,"Car was very clean, slight delay due to traffic.",2024-03-23 14:40:00,2024-03-23 14:40:00
4181,4181,9242,1257,3,Driver took a longer route.,2024-07-22 16:31:00,2024-07-22 16:31:00
4182,4182,3295,995,5,Best ride of the week!,2024-06-30 05:59:00,2024-06-30 05:59:00
4183,4183,5531,1514,2,Driver was somewhat distracted.,2024-07-11 09:25:00,2024-07-11 09:25:00
4184,4184,7304,583,3,"Average experience, driver was okay.",2024-12-12 16:16:00,2024-12-12 16:16:00
4185,4185,5401,608,2,Driver was somewhat distracted.,2024-09-10 06:56:00,2024-09-10 06:56:00
4186,4186,4335,864,2,Air conditioning wasn't working.,2024-01-28 10:17:00,2024-01-28 10:17:00
4187,4187,3084,419,5,Quick pickup and very safe driving.,2024-06-28 06:39:00,2024-06-28 06:39:00
4188,4188,3950,857,5,Best ride of the week!,2024-04-19 10:14:00,2024-04-19 10:14:00
4189,4189,5926,1097,2,Late pickup.,2024-08-13 04:14:00,2024-08-13 04:14:00
4190,4190,7360,1259,2,Ride was cancelled.,2024-08-09 21:26:00,2024-08-09 21:26:00
4191,4191,9557,700,1,"Rude driver, uncomfortable ride.",2024-03-26 07:15:00,2024-03-26 07:15:00
4192,4192,7648,13,1,Ride was cancelled.,2024-09-19 03:28:00,2024-09-19 03:28:00
4193,4193,5460,334,3,"Average experience, driver was okay.",2024-05-21 10:10:00,2024-05-21 10:10:00
4194,4194,7658,2425,5,Quick pickup and very safe driving.,2024-02-05 15:03:00,2024-02-05 15:03:00
4195,4195,2788,268,5,Great driver and smooth ride!,2024-02-04 15:47:00,2024-02-04 15:47:00
4196,4196,4669,1401,5,Best ride of the week!,2024-12-27 10:46:00,2024-12-27 10:46:00
4197,4197,3124,944,5,Quick pickup and very safe driving.,2024-01-14 12:55:00,2024-01-14 12:55:00
4198,4198,8503,2430,4,Pleasant trip.,2024-05-13 09:04:00,2024-05-13 09:04:00
4199,4199,8027,958,1,"Rude driver, uncomfortable ride.",2024-12-24 03:37:00,2024-12-24 03:37:00
4200,4200,8640,1138,5,Very polite and clean vehicle.,2024-08-16 00:59:00,2024-08-16 00:59:00
4201,4201,3162,2389,5,Very polite and clean vehicle.,2024-02-12 01:10:00,2024-02-12 01:10:00
4202,4202,4017,1768,5,Great driver and smooth ride!,2024-08-29 18:45:00,2024-08-29 18:45:00
4203,4203,5548,522,4,"Good ride overall, arrived safely.",2024-10-17 17:30:00,2024-10-17 17:30:00
4204,4204,5190,815,4,Pleasant trip.,2024-07-31 08:28:00,2024-07-31 08:28:00
4205,4205,6645,1857,5,Very polite and clean vehicle.,2024-05-03 20:57:00,2024-05-03 20:57:00
4206,4206,6812,635,1,Terrible driving and very late.,2024-08-30 10:40:00,2024-08-30 10:40:00
4207,4207,3637,670,4,"Decent driver, took a good route.",2024-01-25 11:11:00,2024-01-25 11:11:00
4208,4208,8290,52,5,Great driver and smooth ride!,2024-02-23 17:30:00,2024-02-23 17:30:00
4209,4209,4453,1711,5,Best ride of the week!,2024-01-26 14:46:00,2024-01-26 14:46:00
4210,4210,4632,93,5,Great driver and smooth ride!,2024-03-22 11:08:00,2024-03-22 11:08:00
4211,4211,9456,1522,5,Very polite and clean vehicle.,2024-02-06 08:50:00,2024-02-06 08:50:00
4212,4212,7839,915,5,Quick pickup and very safe driving.,2024-08-05 06:36:00,2024-08-05 06:36:00
4213,4213,6528,119,2,Ride was cancelled.,2024-02-18 00:56:00,2024-02-18 00:56:00
4214,4214,3776,893,3,"Average experience, driver was okay.",2024-02-21 11:19:00,2024-02-21 11:19:00
4215,4215,7918,705,4,"Decent driver, took a good route.",2024-09-13 19:47:00,2024-09-13 19:47:00
4216,4216,4181,2255,5,Very polite and clean vehicle.,2024-09-07 00:06:00,2024-09-07 00:06:00
4217,4217,8346,2472,5,Great driver and smooth ride!,2024-03-25 00:03:00,2024-03-25 00:03:00
4218,4218,9419,1878,5,"Excellent driving, pleasant conversation.",2024-11-07 14:01:00,2024-11-07 14:01:00
4219,4219,9087,1255,2,Ride was cancelled.,2024-07-07 23:04:00,2024-07-07 23:04:00
4220,4220,3690,1975,4,"Good ride overall, arrived safely.",2024-09-22 19:34:00,2024-09-22 19:34:00
4221,4221,6141,547,5,Best ride of the week!,2024-08-08 20:14:00,2024-08-08 20:14:00
4222,4222,3156,2190,5,Very polite and clean vehicle.,2024-12-21 20:46:00,2024-12-21 20:46:00
4223,4223,8046,306,4,"Car was very clean, slight delay due to traffic.",2024-01-06 06:06:00,2024-01-06 06:06:00
4224,4224,3978,2260,3,Ride was cancelled.,2024-01-23 18:36:00,2024-01-23 18:36:00
4225,4225,8327,863,4,"Decent driver, took a good route.",2024-09-27 23:45:00,2024-09-27 23:45:00
4226,4226,8717,2021,5,"Excellent driving, pleasant conversation.",2024-04-08 04:41:00,2024-04-08 04:41:00
4227,4227,5094,1022,5,"Excellent driving, pleasant conversation.",2024-03-09 00:54:00,2024-03-09 00:54:00
4228,4228,6781,157,5,"Excellent driving, pleasant conversation.",2024-06-18 20:08:00,2024-06-18 20:08:00
4229,4229,2854,169,5,Best ride of the week!,2024-09-23 08:30:00,2024-09-23 08:30:00
4230,4230,8552,171,3,Car could have been cleaner.,2024-11-29 18:09:00,2024-11-29 18:09:00
4231,4231,3861,2385,5,Great driver and smooth ride!,2024-03-24 08:32:00,2024-03-24 08:32:00
4232,4232,4524,259,5,Best ride of the week!,2024-08-19 17:38:00,2024-08-19 17:38:00
4233,4233,4268,2148,5,Very polite and clean vehicle.,2024-10-30 02:48:00,2024-10-30 02:48:00
4234,4234,3248,13,1,Will not ride again.,2024-09-21 10:54:00,2024-09-21 10:54:00
4235,4235,5791,2150,3,Car could have been cleaner.,2024-01-28 16:29:00,2024-01-28 16:29:00
4236,4236,5397,2024,1,Ride was cancelled.,2024-10-11 01:29:00,2024-10-11 01:29:00
4237,4237,6588,1426,5,Great driver and smooth ride!,2024-07-24 14:05:00,2024-07-24 14:05:00
4238,4238,7424,1399,5,"Excellent driving, pleasant conversation.",2024-09-15 21:35:00,2024-09-15 21:35:00
4239,4239,3695,1584,2,Ride was cancelled.,2024-02-19 05:22:00,2024-02-19 05:22:00
4240,4240,3449,2261,2,Ride was cancelled.,2024-07-28 19:49:00,2024-07-28 19:49:00
4241,4241,9079,1154,5,"Excellent driving, pleasant conversation.",2024-03-01 05:42:00,2024-03-01 05:42:00
4242,4242,4339,989,5,Best ride of the week!,2024-06-11 12:32:00,2024-06-11 12:32:00
4243,4243,3850,1075,5,Quick pickup and very safe driving.,2024-09-06 01:11:00,2024-09-06 01:11:00
4244,4244,9628,65,5,"Excellent driving, pleasant conversation.",2024-06-29 19:56:00,2024-06-29 19:56:00
4245,4245,2841,541,4,Pleasant trip.,2024-10-12 18:47:00,2024-10-12 18:47:00
4246,4246,2962,1140,3,"Average experience, driver was okay.",2024-12-23 10:59:00,2024-12-23 10:59:00
4247,4247,5641,1549,5,"Excellent driving, pleasant conversation.",2024-12-12 10:52:00,2024-12-12 10:52:00
4248,4248,2999,63,1,Will not ride again.,2024-03-06 02:10:00,2024-03-06 02:10:00
4249,4249,9679,559,5,"Excellent driving, pleasant conversation.",2024-08-30 15:24:00,2024-08-30 15:24:00
4250,4250,9501,332,5,Very polite and clean vehicle.,2024-09-17 11:20:00,2024-09-17 11:20:00
4251,4251,9925,216,4,"Car was very clean, slight delay due to traffic.",2024-03-04 08:13:00,2024-03-04 08:13:00
4252,4252,7525,1103,5,Best ride of the week!,2024-09-13 13:11:00,2024-09-13 13:11:00
4253,4253,5612,1020,3,Ride was cancelled.,2024-06-04 01:22:00,2024-06-04 01:22:00
4254,4254,6584,942,1,Ride was cancelled.,2024-07-07 10:05:00,2024-07-07 10:05:00
4255,4255,8733,1558,5,Best ride of the week!,2024-12-21 19:01:00,2024-12-21 19:01:00
4256,4256,9234,1245,2,Ride was cancelled.,2024-06-20 10:05:00,2024-06-20 10:05:00
4257,4257,3595,206,5,Quick pickup and very safe driving.,2024-12-28 15:41:00,2024-12-28 15:41:00
4258,4258,8974,830,5,Quick pickup and very safe driving.,2024-09-16 23:02:00,2024-09-16 23:02:00
4259,4259,5142,289,2,Ride was cancelled.,2024-01-08 00:43:00,2024-01-08 00:43:00
4260,4260,5339,254,4,Pleasant trip.,2024-07-01 12:30:00,2024-07-01 12:30:00
4261,4261,7155,1266,5,Very polite and clean vehicle.,2024-12-30 12:18:00,2024-12-30 12:18:00
4262,4262,6241,607,3,"Average experience, driver was okay.",2024-02-09 06:04:00,2024-02-09 06:04:00
4263,4263,6946,1023,3,Ride was cancelled.,2024-07-07 18:25:00,2024-07-07 18:25:00
4264,4264,8927,2446,2,Air conditioning wasn't working.,2024-10-08 14:30:00,2024-10-08 14:30:00
4265,4265,6173,1293,4,"Good ride overall, arrived safely.",2024-05-25 10:54:00,2024-05-25 10:54:00
4266,4266,8275,1851,5,Best ride of the week!,2024-12-14 00:46:00,2024-12-14 00:46:00
4267,4267,9043,429,5,Quick pickup and very safe driving.,2024-09-21 04:15:00,2024-09-21 04:15:00
4268,4268,9985,1099,4,Pleasant trip.,2024-05-03 18:12:00,2024-05-03 18:12:00
4269,4269,7777,1072,3,Driver took a longer route.,2024-12-26 08:57:00,2024-12-26 08:57:00
4270,4270,4142,316,5,"Excellent driving, pleasant conversation.",2024-04-01 16:59:00,2024-04-01 16:59:00
4271,4271,4626,1150,5,Very polite and clean vehicle.,2024-12-02 03:41:00,2024-12-02 03:41:00
4272,4272,5430,340,5,Great driver and smooth ride!,2024-07-09 12:49:00,2024-07-09 12:49:00
4273,4273,5957,1246,5,Best ride of the week!,2024-07-02 18:33:00,2024-07-02 18:33:00
4274,4274,7200,2113,5,Best ride of the week!,2024-01-11 11:12:00,2024-01-11 11:12:00
4275,4275,6603,588,5,Best ride of the week!,2024-12-27 13:23:00,2024-12-27 13:23:00
4276,4276,5326,668,4,"Decent driver, took a good route.",2024-12-21 20:13:00,2024-12-21 20:13:00
4277,4277,7571,131,5,Very polite and clean vehicle.,2024-09-19 13:42:00,2024-09-19 13:42:00
4278,4278,4461,429,5,Best ride of the week!,2024-10-22 11:26:00,2024-10-22 11:26:00
4279,4279,9985,1912,5,Best ride of the week!,2024-11-06 22:15:00,2024-11-06 22:15:00
4280,4280,8697,1823,5,Very polite and clean vehicle.,2024-06-19 00:48:00,2024-06-19 00:48:00
4281,4281,9300,1320,5,"Excellent driving, pleasant conversation.",2024-10-30 07:22:00,2024-10-30 07:22:00
4282,4282,7355,1463,5,"Excellent driving, pleasant conversation.",2024-02-25 15:41:00,2024-02-25 15:41:00
4283,4283,5539,850,4,"Car was very clean, slight delay due to traffic.",2024-03-06 13:02:00,2024-03-06 13:02:00
4284,4284,5267,1624,4,"Decent driver, took a good route.",2024-12-03 05:39:00,2024-12-03 05:39:00
4285,4285,6352,676,4,"Good ride overall, arrived safely.",2024-10-25 00:41:00,2024-10-25 00:41:00
4286,4286,7314,1325,5,Best ride of the week!,2024-01-31 02:13:00,2024-01-31 02:13:00
4287,4287,3425,1948,5,Great driver and smooth ride!,2024-03-27 02:52:00,2024-03-27 02:52:00
4288,4288,4935,2146,3,Driver took a longer route.,2024-12-21 02:57:00,2024-12-21 02:57:00
4289,4289,4099,2458,4,Pleasant trip.,2024-12-25 12:00:00,2024-12-25 12:00:00
4290,4290,9696,1874,5,Best ride of the week!,2024-09-08 04:42:00,2024-09-08 04:42:00
4291,4291,7960,43,5,"Excellent driving, pleasant conversation.",2024-10-14 01:51:00,2024-10-14 01:51:00
4292,4292,4651,2157,5,"Excellent driving, pleasant conversation.",2024-04-03 16:19:00,2024-04-03 16:19:00
4293,4293,9392,1281,4,"Decent driver, took a good route.",2024-06-16 22:12:00,2024-06-16 22:12:00
4294,4294,2596,1134,5,Great driver and smooth ride!,2024-01-31 05:32:00,2024-01-31 05:32:00
4295,4295,8834,1748,5,Quick pickup and very safe driving.,2024-02-02 10:29:00,2024-02-02 10:29:00
4296,4296,3871,787,4,"Decent driver, took a good route.",2024-03-16 07:05:00,2024-03-16 07:05:00
4297,4297,8779,1731,5,Very polite and clean vehicle.,2024-08-03 18:01:00,2024-08-03 18:01:00
4298,4298,7059,1904,4,"Car was very clean, slight delay due to traffic.",2024-01-05 13:57:00,2024-01-05 13:57:00
4299,4299,4055,837,5,Great driver and smooth ride!,2024-09-21 12:06:00,2024-09-21 12:06:00
4300,4300,4054,1128,5,Quick pickup and very safe driving.,2024-05-30 18:26:00,2024-05-30 18:26:00
4301,4301,5092,1009,1,"Rude driver, uncomfortable ride.",2024-11-11 10:19:00,2024-11-11 10:19:00
4302,4302,5186,816,5,Quick pickup and very safe driving.,2024-07-16 02:42:00,2024-07-16 02:42:00
4303,4303,9473,412,4,"Car was very clean, slight delay due to traffic.",2024-09-09 04:58:00,2024-09-09 04:58:00
4304,4304,4762,2044,2,Ride was cancelled.,2024-06-23 01:08:00,2024-06-23 01:08:00
4305,4305,3182,108,5,"Excellent driving, pleasant conversation.",2024-07-15 03:06:00,2024-07-15 03:06:00
4306,4306,4639,928,4,"Car was very clean, slight delay due to traffic.",2024-10-29 05:45:00,2024-10-29 05:45:00
4307,4307,9717,1277,5,Best ride of the week!,2024-07-23 15:49:00,2024-07-23 15:49:00
4308,4308,9527,1511,5,Very polite and clean vehicle.,2024-07-25 05:57:00,2024-07-25 05:57:00
4309,4309,6323,2186,5,Quick pickup and very safe driving.,2024-03-27 14:54:00,2024-03-27 14:54:00
4310,4310,2852,135,1,Terrible driving and very late.,2024-06-18 04:45:00,2024-06-18 04:45:00
4311,4311,5957,1377,5,"Excellent driving, pleasant conversation.",2024-04-15 20:34:00,2024-04-15 20:34:00
4312,4312,7860,1232,5,"Excellent driving, pleasant conversation.",2024-07-09 02:57:00,2024-07-09 02:57:00
4313,4313,3441,1227,1,Terrible driving and very late.,2024-03-03 19:58:00,2024-03-03 19:58:00
4314,4314,3286,1356,4,"Decent driver, took a good route.",2024-04-26 19:43:00,2024-04-26 19:43:00
4315,4315,4259,92,3,"Average experience, driver was okay.",2024-01-09 12:46:00,2024-01-09 12:46:00
4316,4316,3432,1241,3,Ride was cancelled.,2024-08-27 18:44:00,2024-08-27 18:44:00
4317,4317,8302,1832,5,Best ride of the week!,2024-10-23 17:28:00,2024-10-23 17:28:00
4318,4318,7897,1608,5,Quick pickup and very safe driving.,2024-07-15 06:54:00,2024-07-15 06:54:00
4319,4319,8480,1336,5,Great driver and smooth ride!,2024-07-31 17:59:00,2024-07-31 17:59:00
4320,4320,5936,865,4,"Good ride overall, arrived safely.",2024-04-07 12:24:00,2024-04-07 12:24:00
4321,4321,9898,277,1,Ride was cancelled.,2024-01-13 02:32:00,2024-01-13 02:32:00
4322,4322,4248,426,2,Driver was somewhat distracted.,2024-10-31 00:08:00,2024-10-31 00:08:00
4323,4323,7343,600,5,Quick pickup and very safe driving.,2024-01-06 18:02:00,2024-01-06 18:02:00
4324,4324,8951,2208,5,Very polite and clean vehicle.,2024-01-04 07:04:00,2024-01-04 07:04:00
4325,4325,3933,15,3,Car could have been cleaner.,2024-11-01 16:40:00,2024-11-01 16:40:00
4326,4326,4927,611,5,Very polite and clean vehicle.,2024-06-30 03:34:00,2024-06-30 03:34:00
4327,4327,8787,2079,4,"Decent driver, took a good route.",2024-08-20 22:57:00,2024-08-20 22:57:00
4328,4328,3691,955,5,Best ride of the week!,2024-07-27 21:59:00,2024-07-27 21:59:00
4329,4329,8492,1119,3,Car could have been cleaner.,2024-09-27 14:53:00,2024-09-27 14:53:00
4330,4330,6014,292,4,"Good ride overall, arrived safely.",2024-07-16 01:47:00,2024-07-16 01:47:00
4331,4331,9258,2310,3,Car could have been cleaner.,2024-09-16 15:45:00,2024-09-16 15:45:00
4332,4332,6966,48,4,Pleasant trip.,2024-01-12 14:43:00,2024-01-12 14:43:00
4333,4333,7277,1370,5,Great driver and smooth ride!,2024-02-20 13:47:00,2024-02-20 13:47:00
4334,4334,9687,2450,5,Best ride of the week!,2024-09-08 13:19:00,2024-09-08 13:19:00
4335,4335,3090,1565,5,"Excellent driving, pleasant conversation.",2024-02-11 21:05:00,2024-02-11 21:05:00
4336,4336,8570,2359,2,Air conditioning wasn't working.,2024-12-15 11:15:00,2024-12-15 11:15:00
4337,4337,4377,2116,1,Will not ride again.,2024-09-06 11:10:00,2024-09-06 11:10:00
4338,4338,2910,1465,5,Great driver and smooth ride!,2024-09-01 01:59:00,2024-09-01 01:59:00
4339,4339,4178,834,5,Great driver and smooth ride!,2024-10-11 19:38:00,2024-10-11 19:38:00
4340,4340,9046,88,5,"Excellent driving, pleasant conversation.",2024-11-08 21:37:00,2024-11-08 21:37:00
4341,4341,8664,501,5,Best ride of the week!,2024-03-18 18:44:00,2024-03-18 18:44:00
4342,4342,4099,438,5,Very polite and clean vehicle.,2024-08-24 11:27:00,2024-08-24 11:27:00
4343,4343,4069,2204,1,Ride was cancelled.,2024-07-22 12:23:00,2024-07-22 12:23:00
4344,4344,7775,2083,5,Very polite and clean vehicle.,2024-02-04 08:15:00,2024-02-04 08:15:00
4345,4345,9133,902,3,Ride was cancelled.,2024-09-15 03:06:00,2024-09-15 03:06:00
4346,4346,8830,1942,2,Ride was cancelled.,2024-11-23 02:49:00,2024-11-23 02:49:00
4347,4347,4701,579,5,Best ride of the week!,2024-09-18 19:18:00,2024-09-18 19:18:00
4348,4348,3093,2290,5,Quick pickup and very safe driving.,2024-02-06 04:01:00,2024-02-06 04:01:00
4349,4349,7433,454,5,Very polite and clean vehicle.,2024-12-01 08:29:00,2024-12-01 08:29:00
4350,4350,3139,128,5,Great driver and smooth ride!,2024-04-29 13:18:00,2024-04-29 13:18:00
4351,4351,4182,1179,5,Great driver and smooth ride!,2024-10-05 13:56:00,2024-10-05 13:56:00
4352,4352,2688,1994,4,"Car was very clean, slight delay due to traffic.",2024-10-14 19:51:00,2024-10-14 19:51:00
4353,4353,6186,976,4,"Good ride overall, arrived safely.",2024-02-22 21:12:00,2024-02-22 21:12:00
4354,4354,4930,1630,5,Great driver and smooth ride!,2024-06-29 10:42:00,2024-06-29 10:42:00
4355,4355,9896,2289,1,Ride was cancelled.,2024-10-28 20:37:00,2024-10-28 20:37:00
4356,4356,7367,2434,4,"Car was very clean, slight delay due to traffic.",2024-06-13 12:31:00,2024-06-13 12:31:00
4357,4357,3119,187,5,Quick pickup and very safe driving.,2024-04-13 17:35:00,2024-04-13 17:35:00
4358,4358,2605,1052,5,Quick pickup and very safe driving.,2024-03-01 21:56:00,2024-03-01 21:56:00
4359,4359,7078,1814,5,Best ride of the week!,2024-10-27 10:21:00,2024-10-27 10:21:00
4360,4360,9053,937,5,Very polite and clean vehicle.,2024-04-21 23:26:00,2024-04-21 23:26:00
4361,4361,2762,920,2,Driver was somewhat distracted.,2024-04-30 17:47:00,2024-04-30 17:47:00
4362,4362,5169,312,5,Best ride of the week!,2024-01-17 05:01:00,2024-01-17 05:01:00
4363,4363,4117,1669,3,Ride was cancelled.,2024-03-08 08:14:00,2024-03-08 08:14:00
4364,4364,4877,2313,5,Great driver and smooth ride!,2024-08-27 14:45:00,2024-08-27 14:45:00
4365,4365,8070,1248,5,Best ride of the week!,2024-10-06 02:17:00,2024-10-06 02:17:00
4366,4366,9951,24,5,Quick pickup and very safe driving.,2024-01-04 21:25:00,2024-01-04 21:25:00
4367,4367,7214,1491,5,"Excellent driving, pleasant conversation.",2024-05-01 12:51:00,2024-05-01 12:51:00
4368,4368,4519,1026,5,Great driver and smooth ride!,2024-12-23 21:03:00,2024-12-23 21:03:00
4369,4369,8020,199,5,Best ride of the week!,2024-12-04 15:46:00,2024-12-04 15:46:00
4370,4370,5874,41,5,Great driver and smooth ride!,2024-01-11 08:05:00,2024-01-11 08:05:00
4371,4371,6620,1144,4,"Car was very clean, slight delay due to traffic.",2024-11-12 15:10:00,2024-11-12 15:10:00
4372,4372,7775,307,5,Quick pickup and very safe driving.,2024-05-02 04:31:00,2024-05-02 04:31:00
4373,4373,8929,862,1,Will not ride again.,2024-06-03 18:57:00,2024-06-03 18:57:00
4374,4374,8718,32,5,Quick pickup and very safe driving.,2024-04-04 11:30:00,2024-04-04 11:30:00
4375,4375,7857,718,1,Ride was cancelled.,2024-10-25 04:15:00,2024-10-25 04:15:00
4376,4376,5089,546,4,"Decent driver, took a good route.",2024-06-15 16:28:00,2024-06-15 16:28:00
4377,4377,4469,2455,5,Great driver and smooth ride!,2024-06-12 10:11:00,2024-06-12 10:11:00
4378,4378,7463,644,5,Very polite and clean vehicle.,2024-09-07 09:07:00,2024-09-07 09:07:00
4379,4379,3795,747,5,Quick pickup and very safe driving.,2024-06-01 06:09:00,2024-06-01 06:09:00
4380,4380,9760,1238,5,Great driver and smooth ride!,2024-04-15 01:41:00,2024-04-15 01:41:00
4381,4381,5022,2405,4,"Decent driver, took a good route.",2024-06-26 13:53:00,2024-06-26 13:53:00
4382,4382,9895,403,2,Air conditioning wasn't working.,2024-11-09 06:17:00,2024-11-09 06:17:00
4383,4383,5484,1942,5,Quick pickup and very safe driving.,2024-07-21 22:01:00,2024-07-21 22:01:00
4384,4384,5089,2476,4,Pleasant trip.,2024-04-21 03:37:00,2024-04-21 03:37:00
4385,4385,4159,1137,4,"Car was very clean, slight delay due to traffic.",2024-07-11 00:33:00,2024-07-11 00:33:00
4386,4386,7899,1229,5,Great driver and smooth ride!,2024-04-03 11:25:00,2024-04-03 11:25:00
4387,4387,5692,1950,5,Best ride of the week!,2024-07-14 02:18:00,2024-07-14 02:18:00
4388,4388,3955,18,5,Quick pickup and very safe driving.,2024-10-08 12:53:00,2024-10-08 12:53:00
4389,4389,7216,1173,4,"Good ride overall, arrived safely.",2024-01-13 11:43:00,2024-01-13 11:43:00
4390,4390,9439,1655,4,"Car was very clean, slight delay due to traffic.",2024-12-22 01:45:00,2024-12-22 01:45:00
4391,4391,7485,1573,1,Ride was cancelled.,2024-01-02 08:37:00,2024-01-02 08:37:00
4392,4392,4022,445,4,"Good ride overall, arrived safely.",2024-02-06 12:01:00,2024-02-06 12:01:00
4393,4393,2728,1833,5,Great driver and smooth ride!,2024-07-03 00:13:00,2024-07-03 00:13:00
4394,4394,4641,1347,5,Very polite and clean vehicle.,2024-01-04 17:04:00,2024-01-04 17:04:00
4395,4395,3830,1499,3,Car could have been cleaner.,2024-06-08 14:38:00,2024-06-08 14:38:00
4396,4396,7936,769,4,Pleasant trip.,2024-07-31 22:32:00,2024-07-31 22:32:00
4397,4397,5356,1115,2,Late pickup.,2024-12-16 20:54:00,2024-12-16 20:54:00
4398,4398,9477,863,2,Late pickup.,2024-03-19 06:40:00,2024-03-19 06:40:00
4399,4399,7403,1140,3,Ride was cancelled.,2024-03-21 03:23:00,2024-03-21 03:23:00
4400,4400,5310,2106,5,Quick pickup and very safe driving.,2024-12-20 10:52:00,2024-12-20 10:52:00
4401,4401,5067,716,5,Very polite and clean vehicle.,2024-12-06 07:56:00,2024-12-06 07:56:00
4402,4402,9549,408,5,"Excellent driving, pleasant conversation.",2024-08-01 23:32:00,2024-08-01 23:32:00
4403,4403,4808,1606,5,Very polite and clean vehicle.,2024-04-26 07:21:00,2024-04-26 07:21:00
4404,4404,8726,401,2,Ride was cancelled.,2024-06-22 20:14:00,2024-06-22 20:14:00
4405,4405,5025,2387,5,Quick pickup and very safe driving.,2024-04-05 12:07:00,2024-04-05 12:07:00
4406,4406,5203,129,4,"Good ride overall, arrived safely.",2024-11-08 20:28:00,2024-11-08 20:28:00
4407,4407,6651,1269,5,Best ride of the week!,2024-06-21 12:54:00,2024-06-21 12:54:00
4408,4408,9627,1924,5,Best ride of the week!,2024-02-08 16:14:00,2024-02-08 16:14:00
4409,4409,7529,2011,3,"Average experience, driver was okay.",2024-05-24 16:07:00,2024-05-24 16:07:00
4410,4410,3318,2192,3,"Average experience, driver was okay.",2024-07-25 05:34:00,2024-07-25 05:34:00
4411,4411,3354,133,5,Best ride of the week!,2024-08-15 10:33:00,2024-08-15 10:33:00
4412,4412,8970,1280,4,"Decent driver, took a good route.",2024-01-10 14:08:00,2024-01-10 14:08:00
4413,4413,4340,2296,5,Great driver and smooth ride!,2024-08-24 22:23:00,2024-08-24 22:23:00
4414,4414,5592,2177,5,Great driver and smooth ride!,2024-05-29 16:53:00,2024-05-29 16:53:00
4415,4415,5353,1921,5,Quick pickup and very safe driving.,2024-02-04 04:51:00,2024-02-04 04:51:00
4416,4416,4633,2314,4,"Decent driver, took a good route.",2024-05-28 16:24:00,2024-05-28 16:24:00
4417,4417,9029,272,5,Best ride of the week!,2024-04-11 09:57:00,2024-04-11 09:57:00
4418,4418,8601,1915,5,"Excellent driving, pleasant conversation.",2024-03-01 21:23:00,2024-03-01 21:23:00
4419,4419,3343,2006,5,Quick pickup and very safe driving.,2024-07-27 02:37:00,2024-07-27 02:37:00
4420,4420,3471,231,5,"Excellent driving, pleasant conversation.",2024-09-15 08:14:00,2024-09-15 08:14:00
4421,4421,5659,962,3,"Average experience, driver was okay.",2024-11-05 22:22:00,2024-11-05 22:22:00
4422,4422,5645,133,3,Car could have been cleaner.,2024-08-03 13:57:00,2024-08-03 13:57:00
4423,4423,2944,2393,5,Quick pickup and very safe driving.,2024-12-21 23:16:00,2024-12-21 23:16:00
4424,4424,5591,1435,4,"Car was very clean, slight delay due to traffic.",2024-07-28 20:47:00,2024-07-28 20:47:00
4425,4425,4794,746,5,"Excellent driving, pleasant conversation.",2024-06-16 02:50:00,2024-06-16 02:50:00
4426,4426,6881,1407,1,Will not ride again.,2024-01-21 02:58:00,2024-01-21 02:58:00
4427,4427,5157,581,5,Quick pickup and very safe driving.,2024-10-01 06:20:00,2024-10-01 06:20:00
4428,4428,6457,598,5,Quick pickup and very safe driving.,2024-01-28 15:03:00,2024-01-28 15:03:00
4429,4429,7497,838,5,Great driver and smooth ride!,2024-02-02 15:52:00,2024-02-02 15:52:00
4430,4430,9592,1137,5,Quick pickup and very safe driving.,2024-03-11 12:29:00,2024-03-11 12:29:00
4431,4431,8383,1564,4,"Car was very clean, slight delay due to traffic.",2024-04-15 04:32:00,2024-04-15 04:32:00
4432,4432,3919,2202,5,Best ride of the week!,2024-03-23 18:29:00,2024-03-23 18:29:00
4433,4433,8993,214,4,"Car was very clean, slight delay due to traffic.",2024-03-29 22:20:00,2024-03-29 22:20:00
4434,4434,6178,443,3,"Average experience, driver was okay.",2024-05-14 13:06:00,2024-05-14 13:06:00
