vehicle_id,driver_id,make,model,year,license_plate,insurance_provider,color,is_active,created_at
1224,1224,Honda,CR-V,2020,YD42-250-1224,ICBC,White,True,2023-11-22 00:00:00
1225,1225,Subaru,Forester,2023,ZD20-686-1225,Co-operators,Grey,True,2023-09-06 00:00:00
1226,1226,Tesla,Model 3,2021,FD22-982-1226,Desjardins,Grey,True,2023-04-18 00:00:00
1227,1227,Subaru,Forester,2021,JQ79-562-1227,Co-operators,White,True,2022-05-15 00:00:00
1228,1228,Nissan,Rogue,2021,TO94-271-1228,Desjardins,Blue,True,2023-01-24 00:00:00
1229,1229,Honda,Civic,2022,YC75-277-1229,TD Insurance,Red,True,2023-12-05 00:00:00
1230,1230,Kia,Forte,2020,VJ84-119-1230,Intact Insurance,Black,True,2022-05-10 00:00:00
1231,1231,Hyundai,Elantra,2022,AD32-197-1231,ICBC,White,True,2022-12-30 00:00:00
1232,1232,Kia,Forte,2020,MX36-304-1232,Intact Insurance,White,True,2023-11-17 00:00:00
1233,1233,Ford,Explorer,2019,SZ84-449-1233,ICBC,Blue,True,2024-01-14 00:00:00
1234,1234,Tesla,Model 3,2019,ZP49-147-1234,Desjardins,White,True,2023-12-23 00:00:00
1235,1235,Honda,Accord,2024,CH29-639-1235,Desjardins,Dark Blue,True,2023-12-24 00:00:00
1236,1236,Kia,Sportage,2024,YB62-815-1236,Co-operators,Dark Blue,True,2023-10-07 00:00:00
1237,1237,Hyundai,Tucson,2024,BB50-193-1237,Aviva,Grey,True,2022-11-06 00:00:00
1238,1238,Subaru,Outback,2019,LD40-101-1238,Desjardins,Blue,True,2023-12-19 00:00:00
1239,1239,Hyundai,Sonata,2024,SE15-817-1239,Intact Insurance,White,True,2022-10-20 00:00:00
1240,1240,Kia,Forte,2018,GZ49-253-1240,Desjardins,Blue,True,2023-11-19 00:00:00
1241,1241,Subaru,Outback,2020,WD80-777-1241,Co-operators,White,True,2023-02-01 00:00:00
1242,1242,Hyundai,Elantra,2019,LM53-115-1242,Co-operators,Blue,True,2023-01-28 00:00:00
1243,1243,Tesla,Model 3,2022,JN99-782-1243,Aviva,Dark Blue,True,2023-04-14 00:00:00
1244,1244,Nissan,Sentra,2021,SS10-319-1244,Desjardins,Grey,True,2023-04-05 00:00:00
1245,1245,Hyundai,Tucson,2020,HD91-449-1245,TD Insurance,Silver,True,2022-12-18 00:00:00
1246,1246,Hyundai,Sonata,2021,SP57-529-1246,Aviva,Red,True,2022-12-18 00:00:00
1247,1247,Honda,Civic,2021,GG29-933-1247,ICBC,Blue,True,2023-12-14 00:00:00
1248,1248,Nissan,Rogue,2018,IH32-161-1248,Co-operators,Grey,True,2022-08-09 00:00:00
1249,1249,Toyota,RAV4,2019,DZ68-836-1249,Intact Insurance,Silver,True,2022-11-15 00:00:00
1250,1250,Ford,Fusion,2022,NY54-126-1250,ICBC,Silver,True,2022-11-01 00:00:00
1251,1251,Honda,CR-V,2024,OE42-209-1251,Co-operators,Dark Blue,True,2023-07-17 00:00:00
1252,1252,Hyundai,Sonata,2022,BT66-663-1252,Desjardins,Grey,True,2023-06-06 00:00:00
1253,1253,Subaru,Forester,2022,DP97-214-1253,Co-operators,Grey,True,2023-01-30 00:00:00
1254,1254,Honda,Civic,2018,UX72-358-1254,Desjardins,Grey,True,2023-02-28 00:00:00
1255,1255,Kia,Sportage,2018,VO70-602-1255,ICBC,Silver,True,2022-08-24 00:00:00
1256,1256,Nissan,Sentra,2018,BW81-190-1256,TD Insurance,Silver,True,2023-09-08 00:00:00
1257,1257,Chevrolet,Equinox,2021,RO19-168-1257,ICBC,Grey,True,2023-08-12 00:00:00
1258,1258,Hyundai,Tucson,2023,PO53-955-1258,Desjardins,Black,True,2023-05-08 00:00:00
1259,1259,Honda,Civic,2023,ZO88-591-1259,Intact Insurance,Grey,True,2023-05-04 00:00:00
1260,1260,Subaru,Outback,2022,TX57-459-1260,Intact Insurance,Silver,True,2023-01-28 00:00:00
1261,1261,Toyota,Corolla,2019,ZE80-734-1261,Desjardins,Grey,True,2022-09-11 00:00:00
1262,1262,Hyundai,Sonata,2021,KH62-520-1262,TD Insurance,Blue,True,2022-04-19 00:00:00
1263,1263,Honda,Accord,2022,TJ62-203-1263,Co-operators,Silver,True,2023-04-21 00:00:00
1264,1264,Nissan,Altima,2020,LC24-926-1264,Co-operators,Grey,True,2023-03-28 00:00:00
1265,1265,Nissan,Altima,2024,SL75-321-1265,ICBC,Red,True,2023-10-03 00:00:00
1266,1266,Honda,Civic,2018,LO12-706-1266,Aviva,Red,True,2023-06-16 00:00:00
1267,1267,Hyundai,Sonata,2021,EW87-463-1267,TD Insurance,Grey,True,2022-10-16 00:00:00
1268,1268,Honda,CR-V,2018,QK51-382-1268,Co-operators,Silver,True,2022-11-22 00:00:00
1269,1269,Tesla,Model Y,2021,YY48-387-1269,ICBC,White,True,2023-08-12 00:00:00
1270,1270,Hyundai,Sonata,2024,ZP84-112-1270,Co-operators,Blue,True,2023-09-10 00:00:00
1271,1271,Ford,Fusion,2023,WN79-661-1271,Desjardins,Blue,True,2023-01-12 00:00:00
1272,1272,Subaru,Outback,2018,NS72-223-1272,Co-operators,Silver,True,2023-07-03 00:00:00
1273,1273,Tesla,Model 3,2024,MX99-955-1273,Desjardins,Blue,True,2023-12-06 00:00:00
1274,1274,Hyundai,Sonata,2022,AM41-834-1274,Desjardins,Silver,True,2022-07-10 00:00:00
1275,1275,Chevrolet,Malibu,2021,EW61-903-1275,Aviva,Grey,True,2023-08-25 00:00:00
1276,1276,Chevrolet,Equinox,2022,BS36-827-1276,TD Insurance,Dark Blue,True,2023-07-21 00:00:00
1277,1277,Nissan,Rogue,2021,DO68-278-1277,Intact Insurance,Red,True,2022-05-05 00:00:00
1278,1278,Honda,Accord,2019,WD89-341-1278,ICBC,Black,True,2022-09-22 00:00:00
1279,1279,Toyota,Corolla,2018,CZ45-423-1279,Intact Insurance,Black,True,2023-06-28 00:00:00
1280,1280,Honda,Civic,2020,JJ10-917-1280,Intact Insurance,Blue,True,2022-05-13 00:00:00
1281,1281,Hyundai,Elantra,2021,EE48-569-1281,Desjardins,Silver,True,2022-09-11 00:00:00
1282,1282,Hyundai,Sonata,2019,BL61-700-1282,TD Insurance,Red,True,2022-05-01 00:00:00
1283,1283,Nissan,Altima,2023,RB81-245-1283,Desjardins,Black,True,2022-05-10 00:00:00
1284,1284,Nissan,Rogue,2021,ST32-798-1284,ICBC,Silver,True,2023-05-18 00:00:00
1285,1285,Honda,CR-V,2022,KK53-491-1285,Aviva,Dark Blue,True,2022-10-04 00:00:00
1286,1286,Honda,Civic,2021,AV78-217-1286,TD Insurance,Dark Blue,True,2023-04-25 00:00:00
1287,1287,Subaru,Forester,2021,WA24-942-1287,Co-operators,Dark Blue,True,2022-07-14 00:00:00
1288,1288,Subaru,Outback,2018,QB45-568-1288,ICBC,Red,True,2023-02-11 00:00:00
1289,1289,Subaru,Outback,2024,UB55-189-1289,Aviva,Blue,True,2023-01-25 00:00:00
1290,1290,Chevrolet,Malibu,2022,QE57-618-1290,Co-operators,Black,True,2022-10-17 00:00:00
1291,1291,Tesla,Model Y,2018,YU94-770-1291,Desjardins,Grey,True,2022-09-25 00:00:00
1292,1292,Nissan,Altima,2024,YQ25-759-1292,Intact Insurance,Silver,True,2022-07-28 00:00:00
1293,1293,Ford,Escape,2022,SK14-885-1293,TD Insurance,Silver,True,2023-07-08 00:00:00
1294,1294,Honda,CR-V,2024,DH32-650-1294,Aviva,Black,True,2023-03-13 00:00:00
1295,1295,Nissan,Sentra,2019,SO43-740-1295,Desjardins,Blue,True,2023-05-16 00:00:00
1296,1296,Ford,Escape,2021,OD92-717-1296,Intact Insurance,White,True,2022-10-26 00:00:00
1297,1297,Honda,CR-V,2024,WM81-252-1297,ICBC,Dark Blue,True,2023-07-12 00:00:00
1298,1298,Chevrolet,Malibu,2023,ZB80-823-1298,ICBC,Grey,True,2022-05-06 00:00:00
1299,1299,Ford,Fusion,2023,SJ72-261-1299,Intact Insurance,Silver,True,2022-08-25 00:00:00
1300,1300,Subaru,Outback,2018,XP69-460-1300,Co-operators,Black,True,2023-10-15 00:00:00
1301,1301,Nissan,Rogue,2019,TE73-568-1301,Co-operators,Grey,True,2023-12-06 00:00:00
1302,1302,Kia,Forte,2022,IZ34-227-1302,Intact Insurance,White,True,2023-01-29 00:00:00
1303,1303,Kia,Forte,2018,TV79-861-1303,TD Insurance,Dark Blue,True,2022-04-16 00:00:00
1304,1304,Kia,Forte,2020,HM63-642-1304,ICBC,Blue,True,2023-03-08 00:00:00
1305,1305,Ford,Fusion,2018,JD23-628-1305,Aviva,White,True,2023-03-11 00:00:00
1306,1306,Ford,Escape,2020,EH19-955-1306,TD Insurance,Dark Blue,True,2022-12-30 00:00:00
1307,1307,Honda,Accord,2023,YD88-952-1307,TD Insurance,White,True,2023-02-18 00:00:00
1308,1308,Nissan,Rogue,2023,XC11-792-1308,Co-operators,Blue,True,2023-07-12 00:00:00
1309,1309,Nissan,Altima,2023,SQ60-124-1309,TD Insurance,Blue,True,2023-06-11 00:00:00
1310,1310,Hyundai,Elantra,2022,ZC31-390-1310,Intact Insurance,Silver,True,2023-08-15 00:00:00
1311,1311,Tesla,Model 3,2024,VS29-990-1311,TD Insurance,Blue,True,2022-08-31 00:00:00
1312,1312,Tesla,Model 3,2024,VW44-620-1312,Desjardins,Grey,True,2023-03-19 00:00:00
1313,1313,Toyota,RAV4,2021,BM18-985-1313,Co-operators,Red,True,2023-01-29 00:00:00
1314,1314,Toyota,Corolla,2024,VG51-183-1314,ICBC,Red,True,2023-04-04 00:00:00
1315,1315,Ford,Explorer,2019,BA89-585-1315,Aviva,Grey,True,2023-04-18 00:00:00
1316,1316,Honda,Civic,2020,QH48-654-1316,Desjardins,Red,True,2022-07-07 00:00:00
1317,1317,Toyota,RAV4,2020,LA61-417-1317,Aviva,White,True,2022-11-15 00:00:00
1318,1318,Hyundai,Sonata,2023,TX51-517-1318,ICBC,White,True,2023-01-18 00:00:00
1319,1319,Toyota,Camry,2018,HQ98-447-1319,ICBC,Dark Blue,True,2023-11-04 00:00:00
1320,1320,Ford,Escape,2024,ZI63-640-1320,Aviva,Blue,True,2022-04-24 00:00:00
1321,1321,Tesla,Model 3,2022,XW55-780-1321,Desjardins,Dark Blue,True,2022-09-15 00:00:00
1322,1322,Chevrolet,Equinox,2019,JQ71-400-1322,Co-operators,Dark Blue,True,2022-10-22 00:00:00
1323,1323,Honda,Civic,2019,NF93-738-1323,ICBC,Red,True,2022-09-27 00:00:00
1324,1324,Nissan,Altima,2022,TK92-436-1324,Intact Insurance,Black,True,2023-01-18 00:00:00
1325,1325,Tesla,Model 3,2024,BM76-842-1325,Aviva,Dark Blue,True,2022-06-03 00:00:00
1326,1326,Toyota,Camry,2024,VA59-585-1326,ICBC,Silver,True,2023-08-02 00:00:00
1327,1327,Tesla,Model 3,2024,DS88-172-1327,Desjardins,Black,True,2022-07-30 00:00:00
1328,1328,Toyota,RAV4,2024,DN97-860-1328,Desjardins,Dark Blue,True,2023-09-27 00:00:00
1329,1329,Honda,Accord,2024,WB54-480-1329,Co-operators,Grey,True,2023-01-23 00:00:00
1330,1330,Toyota,Prius,2024,TW84-771-1330,Intact Insurance,Red,True,2022-12-04 00:00:00
1331,1331,Subaru,Outback,2023,VV68-109-1331,Co-operators,Red,True,2023-12-30 00:00:00
1332,1332,Ford,Fusion,2023,ZY14-406-1332,ICBC,White,True,2022-10-05 00:00:00
1333,1333,Toyota,Prius,2018,ZK62-168-1333,Co-operators,White,True,2022-07-22 00:00:00
1334,1334,Subaru,Forester,2023,US84-592-1334,Co-operators,Silver,True,2022-09-28 00:00:00
1335,1335,Nissan,Sentra,2024,IP95-162-1335,TD Insurance,Blue,True,2023-10-16 00:00:00
1336,1336,Honda,CR-V,2020,TS47-378-1336,TD Insurance,White,True,2023-04-27 00:00:00
1337,1337,Toyota,Prius,2019,WD26-120-1337,ICBC,Grey,True,2024-01-13 00:00:00
1338,1338,Nissan,Sentra,2023,KA84-683-1338,Intact Insurance,Grey,True,2022-05-20 00:00:00
1339,1339,Toyota,Prius,2022,JG10-476-1339,Co-operators,Blue,True,2023-02-15 00:00:00
1340,1340,Ford,Explorer,2018,MG45-364-1340,Intact Insurance,Silver,True,2022-07-29 00:00:00
1341,1341,Hyundai,Elantra,2021,ZD98-258-1341,Co-operators,Silver,True,2022-05-14 00:00:00
1342,1342,Honda,CR-V,2021,AD33-581-1342,Co-operators,Dark Blue,True,2023-10-02 00:00:00
1343,1343,Honda,Accord,2021,AT23-602-1343,TD Insurance,Black,True,2022-09-26 00:00:00
1344,1344,Kia,Sportage,2024,IA26-805-1344,TD Insurance,White,True,2023-03-07 00:00:00
1345,1345,Ford,Escape,2022,RO85-908-1345,Aviva,Silver,True,2022-09-20 00:00:00
1346,1346,Subaru,Outback,2022,DB17-938-1346,TD Insurance,White,True,2023-12-13 00:00:00
1347,1347,Toyota,RAV4,2021,TN71-142-1347,ICBC,White,True,2022-09-03 00:00:00
1348,1348,Hyundai,Elantra,2022,OR26-962-1348,Aviva,Black,True,2023-10-23 00:00:00
1349,1349,Honda,CR-V,2023,JB16-186-1349,TD Insurance,Black,True,2023-02-22 00:00:00
1350,1350,Ford,Explorer,2021,JB11-355-1350,Co-operators,Blue,True,2022-07-15 00:00:00
1351,1351,Nissan,Rogue,2018,MA34-244-1351,TD Insurance,Black,True,2022-10-19 00:00:00
1352,1352,Hyundai,Tucson,2020,GH67-415-1352,ICBC,Silver,True,2023-06-14 00:00:00
1353,1353,Chevrolet,Malibu,2022,ZS65-618-1353,Desjardins,Grey,True,2022-11-28 00:00:00
1354,1354,Hyundai,Tucson,2021,BO27-977-1354,Aviva,Grey,True,2022-10-14 00:00:00
1355,1355,Nissan,Altima,2022,TS72-698-1355,ICBC,Blue,True,2023-06-22 00:00:00
1356,1356,Chevrolet,Malibu,2024,NE17-444-1356,Co-operators,Silver,True,2022-05-12 00:00:00
1357,1357,Nissan,Rogue,2021,EQ26-336-1357,TD Insurance,Black,True,2023-09-28 00:00:00
1358,1358,Hyundai,Elantra,2020,FG37-707-1358,Intact Insurance,Blue,True,2023-12-20 00:00:00
1359,1359,Chevrolet,Malibu,2021,EU97-591-1359,Co-operators,Grey,True,2022-05-12 00:00:00
1360,1360,Honda,Civic,2022,PI80-886-1360,ICBC,Dark Blue,True,2022-10-05 00:00:00
1361,1361,Chevrolet,Equinox,2023,FH23-908-1361,Desjardins,Black,True,2023-11-30 00:00:00
1362,1362,Ford,Explorer,2022,TW22-240-1362,Desjardins,Black,True,2023-06-30 00:00:00
1363,1363,Kia,Forte,2020,WL34-302-1363,Aviva,Black,True,2023-07-14 00:00:00
1364,1364,Hyundai,Sonata,2022,MW47-950-1364,TD Insurance,Blue,True,2023-02-21 00:00:00
1365,1365,Kia,Forte,2021,PD87-391-1365,TD Insurance,Black,True,2023-02-16 00:00:00
1366,1366,Hyundai,Elantra,2023,VT57-193-1366,Co-operators,Dark Blue,True,2023-06-12 00:00:00
1367,1367,Toyota,Prius,2023,PF44-889-1367,Intact Insurance,Silver,True,2022-12-17 00:00:00
1368,1368,Subaru,Outback,2020,OO28-752-1368,Desjardins,Dark Blue,True,2022-06-14 00:00:00
1369,1369,Hyundai,Elantra,2019,WY35-484-1369,Intact Insurance,Silver,True,2022-11-18 00:00:00
1370,1370,Hyundai,Sonata,2023,KN48-645-1370,Co-operators,Grey,True,2023-08-30 00:00:00
1371,1371,Toyota,RAV4,2023,CK34-705-1371,Aviva,Red,True,2023-08-15 00:00:00
1372,1372,Hyundai,Elantra,2023,AG36-362-1372,Intact Insurance,Grey,True,2022-04-22 00:00:00
1373,1373,Hyundai,Sonata,2024,YM31-696-1373,Intact Insurance,Red,True,2023-08-17 00:00:00
1374,1374,Toyota,Corolla,2022,KB19-881-1374,Aviva,White,True,2023-08-12 00:00:00
1375,1375,Nissan,Altima,2020,UX31-514-1375,Desjardins,Silver,True,2023-01-03 00:00:00
1376,1376,Toyota,Corolla,2024,KP13-184-1376,Co-operators,Red,True,2022-12-21 00:00:00
1377,1377,Ford,Escape,2019,FI86-331-1377,ICBC,Red,True,2023-01-15 00:00:00
1378,1378,Tesla,Model 3,2024,KO21-480-1378,ICBC,Grey,True,2023-06-06 00:00:00
1379,1379,Tesla,Model 3,2022,TC47-700-1379,ICBC,White,True,2023-03-26 00:00:00
1380,1380,Toyota,Corolla,2020,NC61-208-1380,TD Insurance,Black,True,2022-11-17 00:00:00
1381,1381,Honda,Accord,2021,DI72-210-1381,Intact Insurance,Blue,True,2023-03-04 00:00:00
1382,1382,Nissan,Rogue,2019,XA63-676-1382,Intact Insurance,Grey,True,2023-06-30 00:00:00
1383,1383,Kia,Forte,2018,GD33-217-1383,Desjardins,Dark Blue,True,2023-11-26 00:00:00
1384,1384,Chevrolet,Equinox,2024,QO42-527-1384,Co-operators,Grey,True,2023-09-23 00:00:00
1385,1385,Hyundai,Elantra,2020,DX58-181-1385,Desjardins,Red,True,2022-10-22 00:00:00
1386,1386,Hyundai,Sonata,2024,NW24-179-1386,ICBC,White,True,2023-05-18 00:00:00
1387,1387,Honda,CR-V,2019,TY34-138-1387,ICBC,Black,True,2023-06-28 00:00:00
1388,1388,Kia,Forte,2020,QU28-255-1388,ICBC,White,True,2022-04-15 00:00:00
1389,1389,Toyota,Camry,2022,ZI59-327-1389,Aviva,Blue,True,2022-07-03 00:00:00
1390,1390,Chevrolet,Equinox,2021,SL50-695-1390,Co-operators,Red,True,2023-06-17 00:00:00
1391,1391,Toyota,RAV4,2021,VY80-801-1391,ICBC,Red,True,2022-07-02 00:00:00
1392,1392,Hyundai,Tucson,2023,YS15-809-1392,ICBC,Blue,True,2023-12-14 00:00:00
1393,1393,Subaru,Forester,2024,EC31-962-1393,Intact Insurance,White,True,2024-01-13 00:00:00
1394,1394,Toyota,Camry,2022,WF97-570-1394,Desjardins,Red,True,2023-06-24 00:00:00
1395,1395,Honda,CR-V,2023,MK62-582-1395,Co-operators,Silver,True,2023-05-28 00:00:00
1396,1396,Subaru,Outback,2021,LY42-284-1396,Intact Insurance,Blue,True,2023-03-11 00:00:00
1397,1397,Chevrolet,Equinox,2024,EF67-767-1397,Aviva,Black,True,2023-02-15 00:00:00
1398,1398,Hyundai,Sonata,2021,KZ58-560-1398,Intact Insurance,Black,True,2023-06-12 00:00:00
1399,1399,Honda,Civic,2023,TT80-615-1399,Co-operators,Dark Blue,True,2023-04-11 00:00:00
1400,1400,Chevrolet,Equinox,2020,TV19-515-1400,Aviva,Blue,True,2023-02-09 00:00:00
1401,1401,Subaru,Outback,2018,IJ24-490-1401,ICBC,Dark Blue,True,2023-05-04 00:00:00
1402,1402,Toyota,Camry,2020,FL66-325-1402,Co-operators,Red,True,2023-01-17 00:00:00
1403,1403,Subaru,Forester,2022,XQ53-112-1403,Desjardins,Black,True,2023-09-24 00:00:00
1404,1404,Honda,CR-V,2022,TE43-375-1404,Co-operators,Blue,True,2022-06-10 00:00:00
1405,1405,Toyota,Camry,2022,CK42-260-1405,Desjardins,Black,True,2023-11-04 00:00:00
1406,1406,Hyundai,Sonata,2019,WF36-789-1406,Intact Insurance,Grey,True,2023-01-17 00:00:00
1407,1407,Chevrolet,Malibu,2021,JW54-292-1407,Aviva,Dark Blue,True,2022-04-18 00:00:00
1408,1408,Toyota,Prius,2018,VO93-396-1408,ICBC,Red,True,2022-05-29 00:00:00
1409,1409,Honda,Civic,2023,UL73-294-1409,Co-operators,Red,True,2023-04-29 00:00:00
1410,1410,Subaru,Outback,2021,UF79-928-1410,Intact Insurance,Silver,True,2023-05-19 00:00:00
1411,1411,Ford,Escape,2021,JN47-719-1411,Desjardins,White,True,2023-04-11 00:00:00
1412,1412,Toyota,Prius,2021,JZ85-727-1412,ICBC,Grey,True,2022-12-30 00:00:00
1413,1413,Honda,Accord,2021,UA19-816-1413,ICBC,Blue,True,2023-07-31 00:00:00
1414,1414,Tesla,Model Y,2019,ZH87-933-1414,ICBC,Dark Blue,True,2023-03-16 00:00:00
1415,1415,Chevrolet,Malibu,2021,SQ16-510-1415,TD Insurance,Grey,True,2023-04-11 00:00:00
1416,1416,Nissan,Altima,2019,IQ81-469-1416,Desjardins,Black,True,2022-12-19 00:00:00
1417,1417,Hyundai,Sonata,2021,RN98-560-1417,Desjardins,Black,True,2022-12-26 00:00:00
1418,1418,Toyota,Corolla,2023,AB89-479-1418,Desjardins,Grey,True,2023-04-02 00:00:00
1419,1419,Kia,Forte,2021,PG73-291-1419,ICBC,Dark Blue,True,2022-10-14 00:00:00
1420,1420,Ford,Escape,2022,YP59-173-1420,Co-operators,White,True,2023-09-20 00:00:00
1421,1421,Chevrolet,Equinox,2020,ID49-230-1421,Aviva,White,True,2022-12-03 00:00:00
1422,1422,Ford,Escape,2018,FR65-716-1422,Intact Insurance,Red,True,2023-11-01 00:00:00
1423,1423,Chevrolet,Malibu,2021,PK73-644-1423,TD Insurance,White,True,2023-04-28 00:00:00
1424,1424,Subaru,Outback,2024,IZ47-520-1424,Desjardins,Silver,True,2022-10-06 00:00:00
1425,1425,Chevrolet,Malibu,2023,LH54-582-1425,Aviva,Dark Blue,True,2023-06-21 00:00:00
1426,1426,Honda,Civic,2018,NN53-257-1426,TD Insurance,White,True,2023-03-14 00:00:00
1427,1427,Tesla,Model 3,2022,UM51-464-1427,Desjardins,Blue,True,2023-11-10 00:00:00
1428,1428,Chevrolet,Malibu,2018,YB20-610-1428,Co-operators,Grey,True,2023-11-27 00:00:00
1429,1429,Nissan,Rogue,2021,NU73-826-1429,Intact Insurance,Silver,True,2023-06-04 00:00:00
1430,1430,Kia,Sportage,2023,GA91-866-1430,TD Insurance,Red,True,2023-04-19 00:00:00
1431,1431,Subaru,Outback,2019,KZ67-739-1431,TD Insurance,Grey,True,2023-05-08 00:00:00
1432,1432,Nissan,Rogue,2024,RB14-915-1432,Intact Insurance,White,True,2023-07-14 00:00:00
1433,1433,Honda,CR-V,2024,YD40-576-1433,Desjardins,Dark Blue,True,2023-06-14 00:00:00
1434,1434,Nissan,Altima,2018,EK50-674-1434,Aviva,Grey,True,2024-01-04 00:00:00
1435,1435,Subaru,Outback,2019,LE41-370-1435,Co-operators,Black,True,2022-10-13 00:00:00
1436,1436,Tesla,Model 3,2018,DT88-161-1436,TD Insurance,Silver,True,2022-11-12 00:00:00
1437,1437,Ford,Escape,2022,ZO68-858-1437,ICBC,Silver,True,2022-12-30 00:00:00
1438,1438,Ford,Explorer,2023,OJ86-266-1438,Co-operators,Dark Blue,True,2022-05-25 00:00:00
1439,1439,Nissan,Sentra,2018,GD81-877-1439,Desjardins,Grey,True,2022-12-08 00:00:00
1440,1440,Nissan,Rogue,2022,YV95-278-1440,Intact Insurance,Blue,True,2022-07-23 00:00:00
1441,1441,Tesla,Model 3,2021,XY71-830-1441,Co-operators,Grey,True,2022-07-04 00:00:00
1442,1442,Toyota,Camry,2022,MM83-877-1442,Aviva,Grey,True,2023-12-18 00:00:00
1443,1443,Hyundai,Elantra,2022,WX17-230-1443,ICBC,White,True,2023-12-05 00:00:00
1444,1444,Honda,Civic,2021,RD70-636-1444,ICBC,Dark Blue,True,2023-04-09 00:00:00
1445,1445,Kia,Sportage,2019,PY75-543-1445,ICBC,Black,True,2022-10-28 00:00:00
1446,1446,Toyota,Camry,2023,AJ54-198-1446,Desjardins,Blue,True,2023-07-07 00:00:00
1447,1447,Subaru,Forester,2023,TD63-856-1447,TD Insurance,Black,True,2023-05-13 00:00:00
1448,1448,Toyota,RAV4,2019,PB23-615-1448,Co-operators,Dark Blue,True,2022-08-13 00:00:00
1449,1449,Toyota,Prius,2018,WO35-967-1449,Aviva,Silver,True,2022-10-01 00:00:00
1450,1450,Ford,Fusion,2022,IL25-246-1450,TD Insurance,Red,True,2022-06-14 00:00:00
1451,1451,Toyota,Camry,2020,VW37-786-1451,ICBC,Red,True,2023-10-11 00:00:00
1452,1452,Honda,CR-V,2020,YT96-656-1452,TD Insurance,Red,True,2023-07-30 00:00:00
1453,1453,Chevrolet,Equinox,2023,TX44-211-1453,Aviva,Dark Blue,True,2023-05-12 00:00:00
1454,1454,Ford,Fusion,2022,OV97-630-1454,Intact Insurance,Blue,True,2023-06-29 00:00:00
1455,1455,Chevrolet,Equinox,2020,ON26-447-1455,Co-operators,Red,True,2023-11-22 00:00:00
1456,1456,Subaru,Outback,2021,OF41-301-1456,Aviva,Grey,True,2022-06-24 00:00:00
1457,1457,Tesla,Model 3,2021,QS22-997-1457,TD Insurance,Grey,True,2022-07-06 00:00:00
1458,1458,Toyota,Corolla,2024,VU30-161-1458,Desjardins,Grey,True,2023-10-10 00:00:00
1459,1459,Ford,Escape,2020,DD79-730-1459,Co-operators,Silver,True,2023-07-18 00:00:00
1460,1460,Hyundai,Tucson,2021,CO82-685-1460,Desjardins,Blue,True,2023-10-06 00:00:00
1461,1461,Nissan,Rogue,2022,IR72-651-1461,TD Insurance,Dark Blue,True,2022-12-20 00:00:00
1462,1462,Chevrolet,Equinox,2019,IM86-659-1462,TD Insurance,Black,True,2024-01-15 00:00:00
1463,1463,Ford,Escape,2022,LY54-168-1463,Desjardins,Black,True,2022-09-25 00:00:00
1464,1464,Ford,Fusion,2023,VP37-181-1464,Aviva,Dark Blue,True,2022-08-19 00:00:00
1465,1465,Chevrolet,Equinox,2018,LT10-385-1465,Desjardins,Grey,True,2022-07-16 00:00:00
1466,1466,Tesla,Model Y,2019,SD51-811-1466,Intact Insurance,Red,True,2023-05-12 00:00:00
1467,1467,Honda,CR-V,2022,WJ53-187-1467,Co-operators,White,True,2023-10-21 00:00:00
1468,1468,Nissan,Altima,2023,QS19-298-1468,Intact Insurance,Blue,True,2023-12-15 00:00:00
1469,1469,Chevrolet,Malibu,2024,CX73-736-1469,Intact Insurance,Dark Blue,True,2022-08-11 00:00:00
1470,1470,Tesla,Model 3,2020,TV75-557-1470,Desjardins,Dark Blue,True,2023-01-05 00:00:00
1471,1471,Chevrolet,Malibu,2023,GJ40-154-1471,Co-operators,Red,True,2023-06-04 00:00:00
1472,1472,Ford,Fusion,2024,JC60-600-1472,Intact Insurance,White,True,2022-12-08 00:00:00
1473,1473,Subaru,Outback,2022,RT23-319-1473,Co-operators,Blue,True,2024-01-12 00:00:00
1474,1474,Subaru,Outback,2021,TM77-644-1474,TD Insurance,Blue,True,2024-01-02 00:00:00
1475,1475,Subaru,Forester,2021,ZF45-301-1475,TD Insurance,White,True,2023-02-22 00:00:00
1476,1476,Tesla,Model 3,2023,WZ37-544-1476,Co-operators,Grey,True,2023-03-21 00:00:00
1477,1477,Honda,Civic,2019,XX56-914-1477,TD Insurance,White,True,2023-08-02 00:00:00
1478,1478,Toyota,Prius,2018,VU98-623-1478,Co-operators,Blue,True,2023-07-08 00:00:00
1479,1479,Honda,CR-V,2019,KX63-176-1479,Desjardins,Red,True,2022-04-20 00:00:00
1480,1480,Chevrolet,Equinox,2020,EJ73-178-1480,ICBC,Silver,True,2022-12-01 00:00:00
1481,1481,Nissan,Sentra,2019,BX68-560-1481,Desjardins,Dark Blue,True,2022-08-11 00:00:00
1482,1482,Chevrolet,Malibu,2021,DM94-300-1482,Aviva,Silver,True,2023-08-22 00:00:00
1483,1483,Chevrolet,Malibu,2020,QH82-680-1483,Co-operators,Dark Blue,True,2023-08-06 00:00:00
1484,1484,Hyundai,Sonata,2018,GL39-225-1484,Co-operators,White,True,2022-10-21 00:00:00
1485,1485,Kia,Sportage,2020,NU86-271-1485,Co-operators,Blue,True,2023-08-26 00:00:00
1486,1486,Chevrolet,Malibu,2024,HO16-173-1486,Desjardins,Silver,True,2023-08-25 00:00:00
1487,1487,Toyota,Prius,2018,CB38-621-1487,Desjardins,Red,True,2022-11-17 00:00:00
