ride_id,rider_id,driver_id,requested_at,pickup_time,dropoff_time,pickup_latitude,pickup_longitude,dropoff_latitude,dropoff_longitude,distance_km,fare,surge_multiplier,status,cancellation_reason
5991,7310,816,2024-01-09 21:50:00,2024-01-09 21:56:00,2024-01-09 22:23:00,43.698361,-79.317806,43.598683,-79.363299,10.81,32.61,1.75,completed,
5992,4167,2136,2024-04-13 15:57:00,2024-04-13 16:06:00,2024-04-13 17:29:00,45.440771,-75.71394,45.342135,-75.737397,34.88,91.58,1.75,completed,
5993,6578,1156,2024-05-19 00:27:00,2024-05-19 00:36:00,2024-05-19 01:41:00,43.60001,-79.305227,43.701501,-79.357101,30.34,57.47,1.25,completed,
5994,6883,1707,2024-11-27 22:31:00,2024-11-27 22:42:00,2024-11-27 23:02:00,46.793622,-71.175437,46.775127,-71.263947,9.19,16.37,1.0,completed,
5995,6391,1480,2024-11-18 23:04:00,2024-11-18 23:13:00,2024-11-18 23:34:00,43.628784,-79.331752,43.640929,-79.307456,6.59,25.45,2.0,completed,
5996,5748,2378,2024-02-17 02:59:00,2024-02-17 03:10:00,2024-02-17 03:38:00,53.596733,-113.486924,53.534689,-113.499177,11.11,20.96,1.1,completed,
5997,4521,311,2024-03-06 13:04:00,2024-03-06 13:07:00,2024-03-06 13:39:00,53.594224,-113.539879,53.524541,-113.566865,13.5,22.4,1.0,completed,
5998,7050,1704,2024-07-27 02:41:00,2024-07-27 02:53:00,2024-07-27 03:11:00,46.818329,-71.152758,46.734998,-71.229605,7.07,13.4,1.0,completed,
5999,5192,1746,2024-06-06 15:31:00,2024-06-06 15:43:00,2024-06-06 16:01:00,43.623361,-79.434809,43.602186,-79.452407,5.24,13.54,1.25,completed,
6000,6597,1139,2024-06-22 23:17:00,2024-06-22 23:27:00,2024-06-23 00:06:00,45.489131,-73.489446,45.472316,-73.622483,16.78,53.98,2.0,completed,
6001,9629,1787,2024-07-12 02:35:00,2024-07-12 02:45:00,2024-07-12 02:59:00,44.621735,-63.619188,44.696453,-63.551125,4.77,20.36,2.0,completed,
6002,6507,1484,2024-07-05 22:17:00,2024-07-05 22:24:00,2024-07-05 22:54:00,51.054912,-114.045823,51.02279,-114.106756,13.03,32.61,1.5,completed,
6003,9274,645,2024-09-22 17:36:00,2024-09-22 17:47:00,2024-09-22 18:51:00,48.453718,-123.286405,48.387051,-123.432454,27.74,42.34,1.0,completed,
6004,5865,447,2024-06-14 02:41:00,2024-06-14 02:49:00,2024-06-14 03:57:00,45.514638,-73.579435,45.572713,-73.523561,29.83,49.79,1.1,completed,
6005,3635,1321,2024-11-20 06:23:00,2024-11-20 06:31:00,2024-11-20 07:36:00,45.506941,-73.604532,45.505831,-73.520352,25.91,39.77,1.0,completed,
6006,8392,2058,2024-07-19 00:37:00,2024-07-19 00:40:00,2024-07-19 01:07:00,45.478277,-75.708436,45.445255,-75.617662,9.81,17.23,1.0,completed,
6007,2623,1496,2024-05-17 02:00:00,2024-05-17 02:09:00,2024-05-17 02:35:00,51.003048,-114.114096,51.105763,-114.068303,10.71,23.12,1.25,completed,
6008,8834,230,2024-12-19 05:38:00,,,44.599698,-63.618656,44.722064,-63.588133,17.15,5.0,1.0,cancelled,rider_cancelled
6009,9929,2296,2024-01-26 07:40:00,2024-01-26 07:52:00,2024-01-26 07:57:00,48.361857,-123.382272,48.40905,-123.357529,2.82,14.9,2.0,completed,
6010,4324,718,2024-04-29 23:00:00,2024-04-29 23:06:00,2024-04-29 23:38:00,53.471656,-113.422824,53.549874,-113.415965,15.15,43.24,1.75,completed,
6011,7485,2379,2024-08-17 05:14:00,2024-08-17 05:22:00,2024-08-17 05:34:00,48.384545,-123.302409,48.362234,-123.366228,7.12,26.94,2.0,completed,
6012,9358,1047,2024-11-26 20:07:00,2024-11-26 20:11:00,2024-11-26 20:44:00,49.23037,-123.162657,49.207745,-123.041087,15.79,51.21,2.0,completed,
6013,9094,1939,2024-10-02 04:48:00,2024-10-02 04:57:00,2024-10-02 06:02:00,48.41305,-123.322851,48.399508,-123.360564,28.84,48.26,1.1,completed,
6014,4692,893,2024-10-05 10:16:00,,,50.985084,-114.097674,51.031749,-114.060216,5.32,5.0,1.0,cancelled,rider_cancelled
6015,5742,600,2024-01-10 18:46:00,2024-01-10 18:50:00,2024-01-10 19:43:00,43.665886,-79.457794,43.67808,-79.388613,25.4,68.35,1.75,completed,
6016,3408,636,2024-08-05 00:36:00,2024-08-05 00:48:00,2024-08-05 02:01:00,45.495239,-73.543663,45.464452,-73.489076,32.06,53.22,1.1,completed,
6017,3504,571,2024-01-28 03:49:00,2024-01-28 04:01:00,2024-01-28 04:50:00,46.836772,-71.264469,46.829163,-71.256778,23.11,35.85,1.0,completed,
6018,6957,581,2024-03-05 13:06:00,2024-03-05 13:18:00,2024-03-05 14:08:00,49.84281,-97.061233,49.816966,-97.20453,22.87,39.07,1.1,completed,
6019,7816,76,2024-12-24 18:34:00,2024-12-24 18:46:00,2024-12-24 18:54:00,49.269906,-123.129702,49.226846,-123.090298,4.25,11.81,1.25,completed,
6020,4762,224,2024-05-31 04:19:00,2024-05-31 04:22:00,2024-05-31 04:28:00,49.346731,-123.164813,49.218548,-123.073445,2.61,12.52,1.75,completed,
6021,9977,2010,2024-01-14 16:07:00,2024-01-14 16:11:00,2024-01-14 17:09:00,44.622965,-63.510315,44.63668,-63.572569,24.85,38.29,1.0,completed,
6022,7099,1618,2024-12-12 01:48:00,2024-12-12 01:56:00,2024-12-12 02:33:00,48.364836,-123.337585,48.465548,-123.408343,18.21,31.89,1.1,completed,
6023,2900,1512,2024-04-29 23:27:00,,,49.88645,-97.08994,49.965898,-97.091423,2.54,0.0,1.0,cancelled,driver_cancelled
6024,3173,1603,2024-03-03 14:26:00,2024-03-03 14:34:00,2024-03-03 15:45:00,44.574176,-63.625407,44.635924,-63.520278,29.45,89.46,2.0,completed,
6025,5586,1911,2024-07-18 10:45:00,2024-07-18 10:52:00,2024-07-18 12:02:00,49.24326,-123.064819,49.320818,-123.135477,30.42,92.18,2.0,completed,
6026,5663,268,2024-05-09 02:21:00,2024-05-09 02:33:00,2024-05-09 03:13:00,51.063465,-114.038836,51.066662,-114.015588,15.51,25.21,1.0,completed,
6027,5808,756,2024-07-24 17:30:00,2024-07-24 17:33:00,2024-07-24 18:12:00,48.375626,-123.437416,48.35004,-123.416199,15.81,28.2,1.1,completed,
6028,4246,1190,2024-06-02 17:01:00,2024-06-02 17:09:00,2024-06-02 17:33:00,48.42158,-123.319434,48.454213,-123.431404,12.24,20.64,1.0,completed,
6029,8882,1309,2024-11-10 23:09:00,2024-11-10 23:17:00,2024-11-10 23:51:00,44.672502,-63.562469,44.726095,-63.533288,16.35,26.39,1.0,completed,
6030,3912,825,2024-10-27 13:14:00,2024-10-27 13:25:00,2024-10-27 13:30:00,45.464979,-73.528732,45.513019,-73.510205,1.91,6.17,1.0,completed,
6031,3077,786,2024-10-10 00:32:00,2024-10-10 00:39:00,2024-10-10 01:27:00,45.501828,-73.590595,45.494886,-73.517565,18.93,30.0,1.0,completed,
6032,5395,1020,2024-10-27 22:35:00,2024-10-27 22:41:00,2024-10-27 23:07:00,49.857235,-97.153456,49.92216,-97.106696,11.19,21.08,1.1,completed,
6033,8803,776,2024-11-07 05:26:00,2024-11-07 05:35:00,2024-11-07 06:46:00,48.48116,-123.302452,48.41641,-123.358348,28.98,66.11,1.5,completed,
6034,9289,274,2024-01-30 04:26:00,2024-01-30 04:32:00,2024-01-30 04:37:00,44.712223,-63.63988,44.668872,-63.6098,2.56,7.08,1.0,completed,
6035,8508,2441,2024-09-09 09:22:00,2024-09-09 09:27:00,2024-09-09 09:52:00,48.383457,-123.430214,48.473742,-123.360406,11.73,29.88,1.5,completed,
6036,8989,2043,2024-07-02 10:56:00,2024-07-02 11:07:00,2024-07-02 11:43:00,49.860692,-97.205023,49.827418,-97.063257,14.56,29.86,1.25,completed,
6037,8482,594,2024-12-27 21:14:00,2024-12-27 21:24:00,2024-12-27 21:43:00,44.604192,-63.57734,44.672112,-63.569085,5.06,10.58,1.0,completed,
6038,4695,1491,2024-03-14 09:55:00,2024-03-14 10:04:00,2024-03-14 11:06:00,45.426626,-75.642588,45.45487,-75.630846,27.37,73.18,1.75,completed,
6039,6175,2109,2024-02-29 05:20:00,2024-02-29 05:30:00,2024-02-29 06:19:00,49.296572,-123.047749,49.223392,-123.056004,23.09,35.83,1.0,completed,
6040,8380,428,2024-04-27 03:38:00,2024-04-27 03:44:00,2024-04-27 04:19:00,49.281774,-123.062398,49.291458,-123.195573,16.66,26.82,1.0,completed,
6041,6622,320,2024-10-08 07:25:00,2024-10-08 07:33:00,2024-10-08 07:48:00,49.915654,-97.193671,49.862416,-97.156122,7.58,14.11,1.0,completed,
6042,3044,1119,2024-02-29 13:00:00,2024-02-29 13:06:00,2024-02-29 14:10:00,46.841427,-71.186462,46.848707,-71.24262,27.48,46.17,1.1,completed,
6043,2989,854,2024-09-13 13:31:00,2024-09-13 13:43:00,2024-09-13 14:41:00,43.591719,-79.411974,43.660551,-79.454781,27.06,41.38,1.0,completed,
6044,4777,146,2024-12-13 04:00:00,2024-12-13 04:06:00,2024-12-13 04:25:00,53.498253,-113.556523,53.598826,-113.460115,8.91,15.97,1.0,completed,
6045,3968,1213,2024-03-22 20:19:00,2024-03-22 20:28:00,2024-03-22 21:50:00,53.514156,-113.461482,53.538432,-113.560505,36.26,54.26,1.0,completed,
6046,3467,810,2024-07-07 10:41:00,2024-07-07 10:48:00,2024-07-07 11:53:00,45.525708,-73.489291,45.432129,-73.560207,29.09,77.4,1.75,completed,
6047,6392,339,2024-06-18 22:04:00,2024-06-18 22:11:00,2024-06-18 22:48:00,51.082893,-114.084356,51.004063,-114.088031,15.07,36.9,1.5,completed,
6048,9943,2192,2024-11-23 07:01:00,2024-11-23 07:10:00,2024-11-23 08:06:00,49.946291,-97.111264,49.897364,-97.195245,23.19,53.95,1.5,completed,
6049,7869,1573,2024-10-14 16:19:00,2024-10-14 16:24:00,2024-10-14 17:05:00,45.518879,-73.505546,45.569623,-73.599193,15.96,25.84,1.0,completed,
6050,3885,574,2024-11-29 18:18:00,2024-11-29 18:28:00,2024-11-29 19:34:00,49.355446,-123.145498,49.257928,-123.091824,28.27,53.85,1.25,completed,
6051,4057,1733,2024-01-06 07:13:00,2024-01-06 07:25:00,2024-01-06 08:04:00,48.378267,-123.39213,48.466111,-123.376417,16.28,26.29,1.0,completed,
6052,9996,2080,2024-05-11 09:35:00,,,48.43608,-123.289826,48.468435,-123.387383,29.38,5.0,1.1,cancelled,rider_cancelled
6053,8998,1405,2024-08-21 14:08:00,2024-08-21 14:14:00,2024-08-21 15:40:00,43.697562,-79.340857,43.603232,-79.404492,37.74,56.34,1.0,completed,
6054,2937,794,2024-09-27 19:24:00,2024-09-27 19:31:00,2024-09-27 20:20:00,53.526141,-113.465322,53.587208,-113.451757,22.13,51.72,1.5,completed,
6055,8014,356,2024-02-29 16:37:00,2024-02-29 16:41:00,2024-02-29 17:03:00,43.630646,-79.42347,43.706674,-79.366654,8.17,16.43,1.1,completed,
6056,6201,757,2024-03-18 19:49:00,2024-03-18 19:52:00,2024-03-18 20:42:00,46.857331,-71.22023,46.816574,-71.153511,21.96,34.24,1.0,completed,
6057,7137,585,2024-04-03 07:10:00,2024-04-03 07:19:00,2024-04-03 07:40:00,43.716074,-79.324797,43.73049,-79.462578,10.83,18.66,1.0,completed,
6058,5191,887,2024-08-16 01:22:00,,,53.572104,-113.456778,53.501687,-113.545596,13.47,5.0,1.0,cancelled,rider_cancelled
6059,7456,2079,2024-06-26 03:46:00,2024-06-26 03:56:00,2024-06-26 05:01:00,49.847192,-97.114947,49.881091,-97.173554,29.56,89.77,2.0,completed,
6060,5173,1424,2024-08-10 19:46:00,2024-08-10 19:53:00,2024-08-10 20:55:00,49.879756,-97.203283,49.945133,-97.091367,26.59,71.27,1.75,completed,
6061,6009,139,2024-08-09 02:08:00,2024-08-09 02:16:00,2024-08-09 02:42:00,49.914555,-97.1465,49.967339,-97.155303,9.25,20.56,1.25,completed,
6062,8063,449,2024-10-10 11:30:00,2024-10-10 11:37:00,2024-10-10 13:03:00,53.525434,-113.509867,53.550335,-113.525851,35.48,58.49,1.1,completed,
6063,7694,1390,2024-06-20 15:16:00,2024-06-20 15:22:00,2024-06-20 16:36:00,45.353345,-75.653855,45.458913,-75.617864,30.23,68.73,1.5,completed,
6064,9000,40,2024-02-09 21:40:00,2024-02-09 21:47:00,2024-02-09 22:15:00,45.482156,-73.519851,45.445325,-73.618112,12.45,36.63,1.75,completed,
6065,8684,2059,2024-01-04 02:40:00,2024-01-04 02:44:00,2024-01-04 03:01:00,45.552542,-73.572392,45.516121,-73.623695,4.11,16.19,1.75,completed,
6066,4260,883,2024-07-22 17:15:00,2024-07-22 17:22:00,2024-07-22 17:49:00,44.618553,-63.638772,44.569978,-63.613336,11.5,19.6,1.0,completed,
6067,6968,95,2024-04-24 09:56:00,2024-04-24 10:08:00,2024-04-24 10:32:00,48.399017,-123.313926,48.361763,-123.42849,9.76,17.16,1.0,completed,
6068,6530,1791,2024-11-21 15:56:00,2024-11-21 16:04:00,2024-11-21 17:01:00,49.949133,-97.071245,49.872114,-97.126194,25.13,67.69,1.75,completed,
6069,9810,1598,2024-04-10 01:59:00,2024-04-10 02:05:00,2024-04-10 02:50:00,45.437989,-73.623662,45.548058,-73.636421,19.69,31.07,1.0,completed,
6070,5060,52,2024-02-16 04:16:00,2024-02-16 04:21:00,2024-02-16 05:14:00,49.27868,-123.140421,49.226591,-123.095467,20.52,48.34,1.5,completed,
6071,8715,1599,2024-07-27 17:58:00,2024-07-27 18:03:00,2024-07-27 18:18:00,49.349597,-123.164998,49.298541,-123.154072,8.54,17.0,1.1,completed,
6072,5892,2326,2024-11-08 03:05:00,2024-11-08 03:11:00,2024-11-08 03:42:00,51.032978,-114.1109,51.119026,-114.012837,13.51,22.41,1.0,completed,
6073,7673,345,2024-10-31 16:03:00,2024-10-31 16:13:00,2024-10-31 16:31:00,45.368008,-75.724811,45.480027,-75.65168,5.05,10.57,1.0,completed,
6074,5073,518,2024-02-21 00:10:00,2024-02-21 00:17:00,2024-02-21 00:32:00,50.969197,-114.009654,51.087663,-114.088703,6.35,13.63,1.1,completed,
6075,8367,1386,2024-06-25 18:59:00,,,49.285566,-123.10669,49.327487,-123.084443,11.41,0.0,1.0,cancelled,driver_cancelled
6076,9491,2409,2024-03-26 02:48:00,2024-03-26 02:53:00,2024-03-26 03:11:00,49.969293,-97.214648,49.955283,-97.100773,7.37,13.82,1.0,completed,
6077,3766,1946,2024-05-01 12:49:00,2024-05-01 12:56:00,2024-05-01 14:16:00,53.540439,-113.548669,53.549976,-113.550599,35.68,106.9,2.0,completed,
6078,2778,533,2024-10-29 09:00:00,2024-10-29 09:09:00,2024-10-29 09:51:00,46.811707,-71.188613,46.777788,-71.176301,19.62,46.45,1.5,completed,
6079,9168,2206,2024-01-13 21:23:00,,,49.321018,-123.174585,49.205941,-123.072796,28.03,0.0,1.0,cancelled,driver_cancelled
6080,5449,2338,2024-06-07 12:49:00,2024-06-07 12:52:00,2024-06-07 13:57:00,45.52843,-73.497965,45.494249,-73.56131,26.4,60.69,1.5,completed,
6081,2819,2060,2024-10-05 02:38:00,,,49.277737,-123.141755,49.216092,-123.104426,13.95,5.0,1.0,cancelled,rider_cancelled
6082,5153,742,2024-12-16 13:47:00,2024-12-16 13:58:00,2024-12-16 14:41:00,46.797435,-71.234428,46.862464,-71.219226,17.27,48.44,1.75,completed,
6083,3694,599,2024-10-22 06:23:00,2024-10-22 06:30:00,2024-10-22 06:58:00,46.783027,-71.282458,46.873343,-71.171176,10.16,17.72,1.0,completed,
6084,9695,470,2024-04-04 06:46:00,2024-04-04 06:49:00,2024-04-04 07:09:00,45.524567,-73.620519,45.476584,-73.554952,7.73,21.48,1.5,completed,
6085,3505,1239,2024-01-15 00:02:00,2024-01-15 00:12:00,2024-01-15 01:15:00,49.288814,-123.151499,49.344748,-123.079731,25.57,78.6,2.0,completed,
6086,2617,1862,2024-03-25 16:30:00,2024-03-25 16:42:00,2024-03-25 17:06:00,43.632295,-79.306071,43.626732,-79.329553,9.57,18.59,1.1,completed,
6087,4677,1569,2024-05-26 07:33:00,2024-05-26 07:43:00,2024-05-26 08:09:00,43.720245,-79.387432,43.712312,-79.423464,9.66,29.79,1.75,completed,
6088,5423,1139,2024-06-20 20:40:00,2024-06-20 20:52:00,2024-06-20 22:03:00,49.927072,-97.180166,49.896938,-97.160658,33.52,100.86,2.0,completed,
6089,9622,330,2024-01-16 16:02:00,2024-01-16 16:10:00,2024-01-16 16:32:00,49.878495,-97.17802,49.950698,-97.125556,7.32,24.06,1.75,completed,
6090,5664,1152,2024-07-11 07:02:00,2024-07-11 07:05:00,2024-07-11 08:30:00,49.915183,-97.102758,49.928845,-97.067246,35.56,106.57,2.0,completed,
6091,4450,2171,2024-12-21 03:13:00,2024-12-21 03:22:00,2024-12-21 04:04:00,43.71201,-79.344914,43.588585,-79.361155,16.62,26.77,1.0,completed,
6092,4390,1013,2024-12-20 16:01:00,2024-12-20 16:04:00,2024-12-20 16:51:00,44.697214,-63.564654,44.628393,-63.49835,23.15,35.91,1.0,completed,
6093,6671,1979,2024-01-07 03:31:00,2024-01-07 03:36:00,2024-01-07 04:00:00,45.435183,-75.724392,45.407186,-75.718694,8.8,23.73,1.5,completed,
6094,6254,865,2024-12-05 19:27:00,2024-12-05 19:30:00,2024-12-05 20:33:00,46.739313,-71.239339,46.769321,-71.136187,27.59,42.13,1.0,completed,
6095,5527,2428,2024-01-16 14:58:00,2024-01-16 15:02:00,2024-01-16 16:16:00,53.568807,-113.573209,53.542569,-113.426445,30.52,92.46,2.0,completed,
6096,7471,1941,2024-05-09 05:28:00,2024-05-09 05:34:00,2024-05-09 06:00:00,49.817211,-97.086668,49.820564,-97.175246,9.6,25.41,1.5,completed,
6097,5261,2405,2024-07-03 15:21:00,2024-07-03 15:32:00,2024-07-03 16:27:00,48.465971,-123.423053,48.41409,-123.30055,23.96,37.04,1.0,completed,
6098,7349,1719,2024-01-22 15:47:00,2024-01-22 15:55:00,2024-01-22 16:00:00,45.423281,-73.587874,45.528951,-73.53638,3.55,12.7,1.5,completed,
6099,5524,751,2024-04-11 12:29:00,2024-04-11 12:34:00,2024-04-11 13:48:00,44.628983,-63.57104,44.64404,-63.564671,33.48,55.41,1.1,completed,
6100,7117,1060,2024-03-13 07:27:00,2024-03-13 07:37:00,2024-03-13 08:24:00,44.616854,-63.547905,44.634146,-63.582114,19.54,30.86,1.0,completed,
6101,6173,1553,2024-11-29 01:11:00,2024-11-29 01:23:00,2024-11-29 02:29:00,51.05585,-114.146074,51.099112,-114.133256,26.61,71.32,1.75,completed,
6102,7032,392,2024-11-24 02:09:00,2024-11-24 02:21:00,2024-11-24 03:17:00,50.997836,-114.034763,51.07807,-114.108118,25.68,43.4,1.1,completed,
6103,8073,1563,2024-02-28 04:05:00,2024-02-28 04:10:00,2024-02-28 05:08:00,45.342678,-75.6897,45.444868,-75.735425,25.47,58.74,1.5,completed,
6104,7034,125,2024-12-25 09:00:00,2024-12-25 09:05:00,2024-12-25 09:25:00,53.576242,-113.454224,53.516185,-113.527786,6.72,12.91,1.0,completed,
6105,2989,1663,2024-06-20 15:49:00,2024-06-20 15:55:00,2024-06-20 17:01:00,48.375826,-123.306458,48.437502,-123.344025,30.15,45.71,1.0,completed,
6106,7834,1287,2024-02-16 05:39:00,2024-02-16 05:51:00,2024-02-16 06:21:00,46.769065,-71.2273,46.876453,-71.239724,12.44,31.37,1.5,completed,
6107,8802,2072,2024-03-12 23:02:00,2024-03-12 23:07:00,2024-03-12 23:37:00,44.682108,-63.512733,44.57515,-63.537774,10.22,17.81,1.0,completed,
6108,3728,1013,2024-03-06 09:03:00,2024-03-06 09:13:00,2024-03-06 10:01:00,53.555786,-113.441292,53.602722,-113.428295,20.05,47.36,1.5,completed,
6109,5970,1326,2024-09-28 16:04:00,2024-09-28 16:08:00,2024-09-28 16:46:00,53.482511,-113.535733,53.474326,-113.540477,14.78,24.19,1.0,completed,
6110,9413,1719,2024-10-27 23:25:00,2024-10-27 23:30:00,2024-10-28 00:03:00,44.662186,-63.504915,44.71757,-63.579426,13.99,23.09,1.0,completed,
6111,9725,739,2024-07-14 19:39:00,2024-07-14 19:48:00,2024-07-14 19:53:00,51.05543,-114.021158,50.974694,-114.050508,1.95,7.79,1.25,completed,
6112,7865,1780,2024-06-19 20:36:00,2024-06-19 20:45:00,2024-06-19 20:59:00,50.978428,-114.131623,51.010177,-114.021568,5.62,12.5,1.1,completed,
6113,7865,2049,2024-03-30 21:35:00,,,53.483085,-113.4892,53.608867,-113.475367,37.28,5.0,2.0,cancelled,rider_cancelled
6114,2768,2047,2024-01-25 00:18:00,2024-01-25 00:26:00,2024-01-25 01:44:00,51.098885,-114.002938,50.967062,-114.089627,37.06,110.77,2.0,completed,
6115,4839,149,2024-03-18 13:52:00,2024-03-18 14:03:00,2024-03-18 15:13:00,48.431889,-123.309009,48.403501,-123.332016,28.64,47.96,1.1,completed,
6116,6308,395,2024-07-31 11:50:00,,,48.380663,-123.291522,48.434208,-123.364924,21.65,5.0,1.1,cancelled,no_show
6117,5936,2355,2024-10-29 16:57:00,2024-10-29 17:07:00,2024-10-29 17:35:00,45.466873,-75.648896,45.499328,-75.657519,12.65,37.12,1.75,completed,
6118,9667,1475,2024-09-07 13:00:00,2024-09-07 13:04:00,2024-09-07 14:13:00,46.772924,-71.129498,46.794834,-71.188933,28.18,42.95,1.0,completed,
6119,8505,755,2024-05-05 22:50:00,2024-05-05 22:59:00,2024-05-05 23:12:00,45.555836,-73.566612,45.573229,-73.501653,4.33,14.34,1.5,completed,
6120,3051,2311,2024-04-20 12:39:00,2024-04-20 12:50:00,2024-04-20 13:26:00,44.682132,-63.58923,44.663422,-63.63537,17.97,28.66,1.0,completed,
6121,5950,1192,2024-04-09 22:28:00,2024-04-09 22:32:00,2024-04-09 23:38:00,43.633541,-79.342806,43.644966,-79.34488,28.27,53.85,1.25,completed,
6122,3018,56,2024-12-20 13:09:00,2024-12-20 13:16:00,2024-12-20 14:05:00,44.713098,-63.569741,44.686611,-63.497602,23.38,45.29,1.25,completed,
6123,7104,623,2024-09-19 16:17:00,2024-09-19 16:24:00,2024-09-19 17:29:00,45.471836,-73.560276,45.495638,-73.611817,28.5,86.8,2.0,completed,
6124,3047,1721,2024-04-25 21:18:00,2024-04-25 21:27:00,2024-04-25 22:47:00,48.357748,-123.371844,48.430992,-123.317822,33.54,50.46,1.0,completed,
6125,9192,1447,2024-11-26 20:59:00,2024-11-26 21:09:00,2024-11-26 22:14:00,43.603182,-79.329989,43.673323,-79.380034,26.15,70.19,1.75,completed,
6126,5918,398,2024-04-06 21:03:00,2024-04-06 21:08:00,2024-04-06 21:40:00,49.25051,-123.174383,49.203662,-123.13796,11.22,19.21,1.0,completed,
6127,3497,234,2024-03-23 22:29:00,,,49.255579,-123.087521,49.253637,-123.101598,30.65,5.0,1.1,cancelled,no_show
6128,4606,290,2024-11-08 21:53:00,2024-11-08 22:04:00,2024-11-08 22:33:00,45.421576,-75.654362,45.365288,-75.624108,14.23,23.42,1.0,completed,
6129,6565,37,2024-03-23 15:36:00,2024-03-23 15:39:00,2024-03-23 16:37:00,48.370223,-123.292572,48.494168,-123.429683,25.81,59.45,1.5,completed,
6130,3543,645,2024-01-18 07:17:00,2024-01-18 07:21:00,2024-01-18 08:10:00,49.830062,-97.139682,49.930867,-97.164664,21.67,50.76,1.5,completed,
6131,9794,1032,2024-07-03 07:01:00,2024-07-03 07:08:00,2024-07-03 08:01:00,45.449732,-75.670738,45.389866,-75.70418,21.53,33.64,1.0,completed,
6132,5785,2410,2024-02-23 23:10:00,2024-02-23 23:15:00,2024-02-23 23:50:00,51.050788,-114.100122,51.107437,-114.016546,17.7,31.11,1.1,completed,
6133,9540,902,2024-12-03 11:13:00,2024-12-03 11:23:00,2024-12-03 11:32:00,51.051398,-114.032249,51.077919,-114.020458,4.32,14.32,1.5,completed,
6134,5905,951,2024-02-17 09:57:00,2024-02-17 10:02:00,2024-02-17 11:19:00,45.467442,-75.735415,45.457114,-75.679004,33.0,54.67,1.1,completed,
6135,2838,855,2024-09-17 12:17:00,2024-09-17 12:23:00,2024-09-17 12:57:00,49.849792,-97.063152,49.912885,-97.120862,16.8,27.02,1.0,completed,
6136,7663,1040,2024-04-28 01:30:00,2024-04-28 01:42:00,2024-04-28 02:57:00,43.656888,-79.355487,43.680471,-79.311488,32.11,72.68,1.5,completed,
6137,5035,1067,2024-02-04 17:39:00,2024-02-04 17:43:00,2024-02-04 18:21:00,43.654793,-79.331058,43.716751,-79.354236,13.78,28.49,1.25,completed,
6138,9974,815,2024-05-11 17:26:00,,,46.777103,-71.153588,46.758402,-71.190791,24.44,5.0,1.25,cancelled,rider_cancelled
6139,8372,1871,2024-09-24 19:32:00,,,51.075029,-114.089623,51.058727,-114.146814,4.49,5.0,1.0,cancelled,no_show
6140,7543,840,2024-08-06 21:08:00,2024-08-06 21:19:00,2024-08-06 21:30:00,45.385941,-75.75592,45.436129,-75.679606,4.64,11.0,1.1,completed,
6141,5156,288,2024-04-24 09:49:00,2024-04-24 10:00:00,2024-04-24 10:48:00,49.879425,-97.131321,49.847709,-97.07923,21.5,33.6,1.0,completed,
6142,8048,259,2024-12-03 02:07:00,,,45.434822,-73.536929,45.4767,-73.641781,14.0,5.0,2.0,cancelled,no_show
6143,4553,567,2024-11-23 07:46:00,2024-11-23 07:52:00,2024-11-23 08:23:00,49.907534,-97.100771,49.913102,-97.190015,15.17,49.48,2.0,completed,
6144,9435,642,2024-01-27 23:13:00,2024-01-27 23:17:00,2024-01-28 00:26:00,45.476094,-73.513649,45.475293,-73.591145,32.3,97.44,2.0,completed,
6145,3044,338,2024-06-16 04:34:00,2024-06-16 04:42:00,2024-06-16 05:02:00,51.054345,-114.145804,51.119694,-114.084624,7.39,24.23,1.75,completed,
6146,7450,1955,2024-08-19 13:38:00,2024-08-19 13:42:00,2024-08-19 14:40:00,48.40651,-123.386027,48.387545,-123.385993,26.19,80.33,2.0,completed,
6147,9210,2464,2024-12-08 15:37:00,2024-12-08 15:46:00,2024-12-08 16:35:00,49.872105,-97.159174,49.885841,-97.088215,23.27,63.14,1.75,completed,
6148,8662,804,2024-10-15 19:54:00,2024-10-15 20:05:00,2024-10-15 21:00:00,46.822121,-71.212334,46.757361,-71.164089,21.61,37.13,1.1,completed,
6149,3209,1805,2024-06-21 23:47:00,2024-06-21 23:51:00,2024-06-22 00:50:00,46.787329,-71.147131,46.838028,-71.149813,28.6,65.31,1.5,completed,
6150,7225,2247,2024-04-20 13:56:00,2024-04-20 14:02:00,2024-04-20 14:19:00,45.392918,-75.75985,45.484858,-75.752584,5.9,11.76,1.0,completed,
6151,7080,279,2024-01-09 00:21:00,2024-01-09 00:30:00,2024-01-09 01:48:00,51.02406,-114.0787,51.019282,-114.016053,35.48,106.34,2.0,completed,
6152,7938,56,2024-05-04 10:38:00,2024-05-04 10:42:00,2024-05-04 11:23:00,49.868383,-97.123192,49.925722,-97.187689,19.99,31.49,1.0,completed,
6153,8681,1449,2024-10-21 19:34:00,2024-10-21 19:41:00,2024-10-21 20:56:00,53.614177,-113.558124,53.491042,-113.530941,31.06,58.73,1.25,completed,
6154,9732,815,2024-03-23 12:36:00,2024-03-23 12:46:00,2024-03-23 13:22:00,48.473998,-123.360569,48.398852,-123.307748,17.1,34.3,1.25,completed,
6155,7917,396,2024-02-11 12:49:00,2024-02-11 12:53:00,2024-02-11 13:34:00,45.553119,-73.54048,45.563071,-73.523613,15.04,24.56,1.0,completed,
